cell	type
H8_P3_MMD1-84B_L001	CD8_G cells
H8_P4_MMD1-84B_L001	CD8_G cells
H9_P1_MMD1-84B_L001	CD8_G cells
H9_P2_MMD1-84B_L001	CD8_G cells
H9_P3_MMD1-84B_L001	CD8_G cells
H9_P4_MMD1-84B_L001	CD8_G cells
A10_P1_M8_L001	CD8_B cells
A10_P2_M8_L001	Monocytes/Macrophages
A10_P4_M8_L001	Monocytes/Macrophages
A11_P1_M8_L001	NK1 cells
A11_P4_M8_L001	Plasma cells
A12_P1_M8_L001	CD8_B cells
A12_P2_M8_L001	Plasma cells
A12_P3_M8_L001	Monocytes/Macrophages
A12_P4_M8_L001	CD4 T.reg cells
A2_P1_M8_L001	Plasma cells
A2_P2_M8_L001	CD4 T.reg cells
A2_P3_M8_L001	Monocytes/Macrophages
A2_P4_M8_L001	Plasma cells
A3_P2_M8_L001	Plasma cells
A3_P3_M8_L001	Monocytes/Macrophages
A3_P4_M8_L001	Monocytes/Macrophages
A4_P1_M8_L001	Plasma cells
A4_P2_M8_L001	CD4 T.reg cells
A4_P3_M8_L001	Monocytes/Macrophages
A4_P4_M8_L001	NK1 cells
A5_P1_M8_L001	Plasma cells
A5_P2_M8_L001	CD8_B cells
A5_P3_M8_L001	NK2 cells
A5_P4_M8_L001	unclustered
A6_P1_M8_L001	CD8_B cells
A6_P2_M8_L001	Monocytes/Macrophages
A6_P3_M8_L001	Monocytes/Macrophages
A6_P4_M8_L001	CD8_B cells
A7_P1_M8_L001	NK1 cells
A7_P2_M8_L001	Plasma cells
A7_P3_M8_L001	Monocytes/Macrophages
A7_P4_M8_L001	Monocytes/Macrophages
A8_P1_M8_L001	NK2 cells
A8_P2_M8_L001	CD8_B cells
A8_P3_M8_L001	Plasma cells
A8_P4_M8_L001	CD8_B cells
A9_P1_M8_L001	Plasma cells
A9_P2_M8_L001	Plasma cells
A9_P3_M8_L001	Monocytes/Macrophages
A9_P4_M8_L001	CD4 T.reg cells
B10_P1_M8_L001	Monocytes/Macrophages
B10_P2_M8_L001	CD8_B cells
B10_P3_M8_L001	NK1 cells
B10_P4_M8_L001	Monocytes/Macrophages
B11_P1_M8_L001	Monocytes/Macrophages
B11_P2_M8_L001	Dendritic cells
B11_P3_M8_L001	NK1 cells
B11_P4_M8_L001	NK1 cells
B12_P1_M8_L001	Plasma cells
B12_P2_M8_L001	Monocytes/Macrophages
B12_P3_M8_L001	CD4 T.reg cells
B12_P4_M8_L001	CD4 T.reg cells
B1_P2_M8_L001	Plasma cells
B1_P3_M8_L001	CD8_G cells
B1_P4_M8_L001	Monocytes/Macrophages
B2_P1_M8_L001	NK1 cells
B2_P4_M8_L001	CD8_B cells
B3_P1_M8_L001	CD4 T.reg cells
B3_P3_M8_L001	NK1 cells
B3_P4_M8_L001	Dendritic cells
B4_P1_M8_L001	NK1 cells
B4_P2_M8_L001	unclustered
B4_P4_M8_L001	Plasma cells
B5_P1_M8_L001	CD8_B cells
B5_P4_M8_L001	Plasma cells
B6_P2_M8_L001	Plasma cells
B6_P3_M8_L001	NK1 cells
B6_P4_M8_L001	Dendritic cells
B7_P1_M8_L001	Plasma cells
B7_P3_M8_L001	Monocytes/Macrophages
B7_P4_M8_L001	Monocytes/Macrophages
B8_P1_M8_L001	Plasma cells
B8_P3_M8_L001	Plasma cells
B8_P4_M8_L001	Plasma cells
B9_P2_M8_L001	Plasma cells
B9_P4_M8_L001	Monocytes/Macrophages
C10_P2_M8_L001	unclustered
C10_P3_M8_L001	B cells
C10_P4_M8_L001	Plasma cells
C11_P1_M8_L001	Plasma cells
C11_P3_M8_L001	unclustered
C12_P2_M8_L001	Plasma cells
C12_P3_M8_L001	NK1 cells
C12_P4_M8_L001	Plasma cells
C1_P1_M8_L001	Monocytes/Macrophages
C1_P3_M8_L001	CD8_G cells
C1_P4_M8_L001	Monocytes/Macrophages
C2_P1_M8_L001	Plasma cells
C2_P3_M8_L001	NK1 cells
C2_P4_M8_L001	Monocytes/Macrophages
C3_P2_M8_L001	CD8_B cells
C3_P3_M8_L001	unclustered
C3_P4_M8_L001	CD8_B cells
C4_P1_M8_L001	Dendritic cells
C4_P2_M8_L001	Monocytes/Macrophages
C4_P3_M8_L001	Dendritic cells
C4_P4_M8_L001	Monocytes/Macrophages
C5_P1_M8_L001	Plasma cells
C5_P2_M8_L001	Monocytes/Macrophages
C5_P3_M8_L001	NK3 cells
C5_P4_M8_L001	CD4 T.reg cells
C6_P2_M8_L001	NK1 cells
C6_P3_M8_L001	CD8_B cells
C6_P4_M8_L001	CD8_B cells
C7_P1_M8_L001	Plasma cells
C7_P2_M8_L001	Plasma cells
C7_P3_M8_L001	Monocytes/Macrophages
C7_P4_M8_L001	Plasma cells
C8_P1_M8_L001	Plasma cells
C8_P2_M8_L001	Plasma cells
C8_P3_M8_L001	Plasma cells
C8_P4_M8_L001	Monocytes/Macrophages
C9_P3_M8_L001	CD4 T.reg cells
C9_P4_M8_L001	Plasma cells
D10_P1_M8_L001	CD8_B cells
D10_P2_M8_L001	NK3 cells
D10_P3_M8_L001	Monocytes/Macrophages
D10_P4_M8_L001	B cells
D11_P1_M8_L001	NK1 cells
D11_P2_M8_L001	Plasma cells
D11_P3_M8_L001	Plasma cells
D12_P4_M8_L001	CD4 T.reg cells
D1_P1_M8_L001	Plasma cells
D1_P3_M8_L001	CD4 T.reg cells
D1_P4_M8_L001	B cells
D2_P3_M8_L001	Monocytes/Macrophages
D2_P4_M8_L001	Plasma cells
D3_P2_M8_L001	Plasma cells
D3_P3_M8_L001	CD8_B cells
D4_P1_M8_L001	Plasma cells
D4_P3_M8_L001	Monocytes/Macrophages
D4_P4_M8_L001	CD4 T.reg cells
D5_P1_M8_L001	Monocytes/Macrophages
D5_P3_M8_L001	Plasma cells
D5_P4_M8_L001	Plasma cells
D6_P1_M8_L001	Monocytes/Macrophages
D6_P2_M8_L001	Plasma cells
D7_P1_M8_L001	Plasma cells
D7_P2_M8_L001	NK3 cells
D7_P3_M8_L001	NK1 cells
D7_P4_M8_L001	Monocytes/Macrophages
D8_P1_M8_L001	NK1 cells
D8_P2_M8_L001	Plasma cells
D8_P3_M8_L001	B cells
D8_P4_M8_L001	Plasma cells
D9_P1_M8_L001	Plasma cells
D9_P3_M8_L001	Dendritic cells
E10_P1_M8_L001	Monocytes/Macrophages
E10_P2_M8_L001	unclustered
E10_P3_M8_L001	Monocytes/Macrophages
E10_P4_M8_L001	Plasma cells
E11_P1_M8_L001	NK1 cells
E11_P2_M8_L001	Monocytes/Macrophages
E11_P3_M8_L001	Monocytes/Macrophages
E12_P1_M8_L001	Plasma cells
E12_P2_M8_L001	CD8_G cells
E12_P3_M8_L001	Plasma cells
E12_P4_M8_L001	Plasma cells
E1_P2_M8_L001	NK1 cells
E1_P3_M8_L001	NK1 cells
E1_P4_M8_L001	Monocytes/Macrophages
E2_P1_M8_L001	B cells
E2_P2_M8_L001	Plasma cells
E2_P3_M8_L001	unclustered
E2_P4_M8_L001	Plasma cells
E3_P3_M8_L001	Plasma cells
E3_P4_M8_L001	NK3 cells
E4_P1_M8_L001	Monocytes/Macrophages
E4_P4_M8_L001	CD8_G cells
E5_P1_M8_L001	NK1 cells
E5_P4_M8_L001	NK1 cells
E6_P2_M8_L001	CD8_B cells
E6_P3_M8_L001	Plasma cells
E6_P4_M8_L001	Monocytes/Macrophages
E7_P1_M8_L001	CD8_B cells
E7_P3_M8_L001	Plasma cells
E7_P4_M8_L001	Monocytes/Macrophages
E8_P1_M8_L001	Plasma cells
E8_P3_M8_L001	Plasma cells
E8_P4_M8_L001	Plasma cells
E9_P1_M8_L001	Plasma cells
E9_P2_M8_L001	Plasma cells
E9_P4_M8_L001	Monocytes/Macrophages
F10_P3_M8_L001	Plasma cells
F10_P4_M8_L001	NK1 cells
F11_P1_M8_L001	Plasma cells
F11_P3_M8_L001	Monocytes/Macrophages
F11_P4_M8_L001	Monocytes/Macrophages
F12_P2_M8_L001	NK1 cells
F12_P4_M8_L001	Plasma cells
F1_P1_M8_L001	Plasma cells
F1_P2_M8_L001	Monocytes/Macrophages
F1_P4_M8_L001	unclustered
F2_P2_M8_L001	NK1 cells
F2_P3_M8_L001	Plasma cells
F3_P2_M8_L001	Monocytes/Macrophages
F3_P3_M8_L001	Dendritic cells
F3_P4_M8_L001	CD4 T.reg cells
F4_P3_M8_L001	Monocytes/Macrophages
F4_P4_M8_L001	NK3 cells
F5_P2_M8_L001	Plasma cells
F5_P4_M8_L001	unclustered
F6_P1_M8_L001	Plasma cells
F6_P3_M8_L001	Plasma cells
F6_P4_M8_L001	unclustered
F7_P1_M8_L001	Plasma cells
F7_P2_M8_L001	CD4 T.reg cells
F7_P3_M8_L001	Monocytes/Macrophages
F8_P1_M8_L001	CD8_B cells
F8_P2_M8_L001	B cells
F8_P3_M8_L001	Monocytes/Macrophages
F8_P4_M8_L001	Monocytes/Macrophages
F9_P1_M8_L001	Monocytes/Macrophages
F9_P2_M8_L001	B cells
F9_P3_M8_L001	Plasma cells
F9_P4_M8_L001	Plasma cells
G10_P1_M8_L001	Monocytes/Macrophages
G10_P2_M8_L001	Dendritic cells
G10_P4_M8_L001	Plasma cells
G11_P1_M8_L001	Monocytes/Macrophages
G11_P2_M8_L001	CD8_B cells
G12_P1_M8_L001	Plasma cells
G12_P2_M8_L001	NK1 cells
G12_P3_M8_L001	Plasma cells
G12_P4_M8_L001	CD4 T.reg cells
G1_P2_M8_L001	NK1 cells
G1_P4_M8_L001	Monocytes/Macrophages
G2_P4_M8_L001	Monocytes/Macrophages
G3_P1_M8_L001	Dendritic cells
G3_P2_M8_L001	CD8_B cells
G3_P4_M8_L001	Dendritic cells
G4_P2_M8_L001	CD8_B cells
G5_P1_M8_L001	NK1 cells
G5_P2_M8_L001	Plasma cells
G5_P3_M8_L001	NK1 cells
G6_P1_M8_L001	CD8_B cells
G6_P3_M8_L001	NK1 cells
G7_P1_M8_L001	NK1 cells
G7_P2_M8_L001	NK1 cells
G7_P3_M8_L001	Plasma cells
G7_P4_M8_L001	Dendritic cells
G8_P1_M8_L001	Plasma cells
G8_P2_M8_L001	NK1 cells
G8_P4_M8_L001	CD4 T.reg cells
G9_P1_M8_L001	Plasma cells
G9_P2_M8_L001	Plasma cells
G9_P3_M8_L001	Monocytes/Macrophages
G9_P4_M8_L001	B cells
H10_P2_M8_L001	Monocytes/Macrophages
H10_P3_M8_L001	CD4 T.reg cells
H10_P4_M8_L001	Plasma cells
H11_P1_M8_L001	Dendritic cells
H11_P2_M8_L001	Monocytes/Macrophages
H11_P3_M8_L001	Plasma cells
H11_P4_M8_L001	Monocytes/Macrophages
H12_P1_M8_L001	CD8_B cells
H12_P2_M8_L001	Plasma cells
H12_P3_M8_L001	NK1 cells
H12_P4_M8_L001	B cells
H1_P1_M8_L001	Plasma cells
H1_P2_M8_L001	unclustered
H1_P3_M8_L001	CD8_B cells
H1_P4_M8_L001	Plasma cells
H2_P2_M8_L001	Plasma cells
H2_P3_M8_L001	CD4 T.reg cells
H3_P1_M8_L001	Monocytes/Macrophages
H3_P3_M8_L001	Plasma cells
H3_P4_M8_L001	CD4 T.reg cells
H4_P2_M8_L001	Plasma cells
H4_P4_M8_L001	CD4 T.reg cells
H5_P1_M8_L001	Plasma cells
H5_P2_M8_L001	Monocytes/Macrophages
H5_P3_M8_L001	Plasma cells
H5_P4_M8_L001	unclustered
H6_P2_M8_L001	NK1 cells
H6_P3_M8_L001	Dendritic cells
H6_P4_M8_L001	Plasma cells
H7_P1_M8_L001	Monocytes/Macrophages
H7_P2_M8_L001	CD4 T.reg cells
H7_P3_M8_L001	Monocytes/Macrophages
H8_P1_M8_L001	NK2 cells
H8_P2_M8_L001	NK1 cells
H8_P3_M8_L001	Dendritic cells
H8_P4_M8_L001	CD8_B cells
H9_P1_M8_L001	Monocytes/Macrophages
H9_P2_M8_L001	Plasma cells
H9_P3_M8_L001	Dendritic cells
H9_P4_M8_L001	CD4 T.reg cells
A10_P1_M67_L001	CD4 T.reg cells
A10_P2_M67_L001	NK1 cells
A10_P3_M67_L001	NK1 cells
A11_P1_M67_L001	NK1 cells
A11_P2_M67_L001	Monocytes/Macrophages
A11_P3_M67_L001	NK1 cells
A11_P4_M67_L001	Dendritic cells
A12_P1_M67_L001	CD4 T.reg cells
A12_P2_M67_L001	CD8_B cells
A12_P3_M67_L001	Monocytes/Macrophages
A12_P4_M67_L001	Dendritic cells
A2_P1_M67_L001	CD8_B cells
A2_P3_M67_L001	NK1 cells
A2_P4_M67_L001	Monocytes/Macrophages
A3_P1_M67_L001	Monocytes/Macrophages
A3_P2_M67_L001	B cells
A3_P4_M67_L001	CD4 T.reg cells
A4_P1_M67_L001	NK3 cells
A4_P2_M67_L001	CD8_B cells
A4_P3_M67_L001	B cells
A5_P1_M67_L001	CD8_B cells
A5_P2_M67_L001	NK3 cells
A5_P3_M67_L001	unclustered
A5_P4_M67_L001	NK1 cells
A6_P2_M67_L001	CD8_B cells
A6_P3_M67_L001	NK1 cells
A6_P4_M67_L001	Dendritic cells
A7_P1_M67_L001	unclustered
A7_P2_M67_L001	CD8_B cells
A7_P3_M67_L001	Monocytes/Macrophages
A7_P4_M67_L001	CD8_B cells
A8_P1_M67_L001	Monocytes/Macrophages
A8_P2_M67_L001	NK3 cells
A8_P3_M67_L001	CD4 T.reg cells
A9_P2_M67_L001	NK1 cells
A9_P3_M67_L001	Monocytes/Macrophages
A9_P4_M67_L001	Monocytes/Macrophages
B10_P3_M67_L001	Monocytes/Macrophages
B10_P4_M67_L001	unclustered
B11_P1_M67_L001	CD8_B cells
B11_P2_M67_L001	NK1 cells
B11_P3_M67_L001	NK1 cells
B11_P4_M67_L001	CD8_B cells
B12_P1_M67_L001	CD8_B cells
B12_P2_M67_L001	Dendritic cells
B12_P3_M67_L001	CD8_B cells
B12_P4_M67_L001	CD8_B cells
B1_P1_M67_L001	CD8_B cells
B1_P3_M67_L001	CD8_B cells
B1_P4_M67_L001	CD8_B cells
B2_P1_M67_L001	CD4 T.reg cells
B2_P2_M67_L001	NK3 cells
B2_P4_M67_L001	Monocytes/Macrophages
B3_P1_M67_L001	Monocytes/Macrophages
B3_P2_M67_L001	Dendritic cells
B3_P3_M67_L001	Dendritic cells
B3_P4_M67_L001	Plasma cells
B4_P1_M67_L001	NK1 cells
B4_P2_M67_L001	CD8_B cells
B4_P3_M67_L001	Monocytes/Macrophages
B4_P4_M67_L001	CD8_B cells
B5_P1_M67_L001	CD4 T.reg cells
B5_P2_M67_L001	B cells
B5_P3_M67_L001	NK1 cells
B6_P1_M67_L001	NK1 cells
B6_P2_M67_L001	Monocytes/Macrophages
B6_P3_M67_L001	NK1 cells
B6_P4_M67_L001	Monocytes/Macrophages
B7_P2_M67_L001	NK3 cells
B7_P3_M67_L001	CD8_B cells
B7_P4_M67_L001	Monocytes/Macrophages
B8_P1_M67_L001	Monocytes/Macrophages
B8_P2_M67_L001	NK1 cells
B8_P3_M67_L001	CD8_B cells
B8_P4_M67_L001	Monocytes/Macrophages
B9_P1_M67_L001	Monocytes/Macrophages
B9_P2_M67_L001	NK3 cells
B9_P4_M67_L001	Monocytes/Macrophages
C10_P1_M67_L001	CD8_B cells
C10_P2_M67_L001	NK3 cells
C10_P3_M67_L001	CD4 T.reg cells
C11_P1_M67_L001	NK1 cells
C11_P2_M67_L001	NK1 cells
C11_P3_M67_L001	NK1 cells
C11_P4_M67_L001	Dendritic cells
C12_P2_M67_L001	CD8_B cells
C12_P3_M67_L001	Monocytes/Macrophages
C12_P4_M67_L001	Dendritic cells
C1_P1_M67_L001	B cells
C1_P2_M67_L001	Dendritic cells
C1_P3_M67_L001	NK1 cells
C1_P4_M67_L001	NK1 cells
C2_P1_M67_L001	NK1 cells
C2_P2_M67_L001	Monocytes/Macrophages
C3_P1_M67_L001	Dendritic cells
C3_P2_M67_L001	CD8_B cells
C3_P3_M67_L001	CD8_B cells
C3_P4_M67_L001	Monocytes/Macrophages
C4_P1_M67_L001	CD4 T.reg cells
C4_P2_M67_L001	Monocytes/Macrophages
C4_P3_M67_L001	B cells
C4_P4_M67_L001	NK3 cells
C5_P1_M67_L001	unclustered
C5_P2_M67_L001	NK3 cells
C5_P3_M67_L001	Monocytes/Macrophages
C5_P4_M67_L001	CD8_B cells
C6_P2_M67_L001	NK1 cells
C6_P3_M67_L001	unclustered
C6_P4_M67_L001	NK1 cells
C7_P1_M67_L001	Dendritic cells
C7_P2_M67_L001	B cells
C7_P3_M67_L001	CD8_G cells
C7_P4_M67_L001	CD8_B cells
C8_P1_M67_L001	CD8_B cells
C8_P2_M67_L001	NK1 cells
C8_P3_M67_L001	Monocytes/Macrophages
C8_P4_M67_L001	NK1 cells
C9_P1_M67_L001	CD8_B cells
C9_P2_M67_L001	Plasma cells
C9_P3_M67_L001	NK1 cells
C9_P4_M67_L001	CD4 T.reg cells
D10_P1_M67_L001	NK3 cells
D10_P2_M67_L001	NK1 cells
D10_P3_M67_L001	NK3 cells
D10_P4_M67_L001	Monocytes/Macrophages
D11_P1_M67_L001	NK1 cells
D11_P2_M67_L001	Monocytes/Macrophages
D11_P3_M67_L001	Monocytes/Macrophages
D11_P4_M67_L001	Monocytes/Macrophages
D12_P2_M67_L001	CD8_B cells
D12_P3_M67_L001	NK1 cells
D12_P4_M67_L001	Monocytes/Macrophages
D1_P1_M67_L001	NK3 cells
D1_P3_M67_L001	NK1 cells
D1_P4_M67_L001	Monocytes/Macrophages
D2_P1_M67_L001	CD8_B cells
D2_P2_M67_L001	CD8_G cells
D2_P3_M67_L001	Dendritic cells
D2_P4_M67_L001	Monocytes/Macrophages
D3_P1_M67_L001	NK3 cells
D3_P2_M67_L001	Dendritic cells
D3_P3_M67_L001	NK1 cells
D4_P1_M67_L001	NK1 cells
D4_P3_M67_L001	Dendritic cells
D4_P4_M67_L001	Monocytes/Macrophages
D5_P2_M67_L001	NK3 cells
D5_P4_M67_L001	CD4 T.reg cells
D6_P1_M67_L001	Monocytes/Macrophages
D6_P2_M67_L001	CD8_B cells
D6_P3_M67_L001	CD4 T.reg cells
D6_P4_M67_L001	NK1 cells
D7_P1_M67_L001	CD8_B cells
D7_P2_M67_L001	CD8_B cells
D7_P3_M67_L001	CD4 T.reg cells
D7_P4_M67_L001	NK1 cells
D8_P1_M67_L001	CD8_B cells
D8_P3_M67_L001	CD8_B cells
D8_P4_M67_L001	NK3 cells
D9_P1_M67_L001	NK1 cells
D9_P2_M67_L001	NK1 cells
D9_P3_M67_L001	CD8_B cells
D9_P4_M67_L001	Dendritic cells
E10_P2_M67_L001	CD8_B cells
E10_P3_M67_L001	NK3 cells
E10_P4_M67_L001	NK1 cells
E11_P1_M67_L001	CD4 T.reg cells
E11_P2_M67_L001	NK2 cells
E11_P3_M67_L001	unclustered
E11_P4_M67_L001	Monocytes/Macrophages
E12_P1_M67_L001	CD8_B cells
E12_P2_M67_L001	NK1 cells
E12_P3_M67_L001	Monocytes/Macrophages
E12_P4_M67_L001	Monocytes/Macrophages
E1_P1_M67_L001	Monocytes/Macrophages
E1_P3_M67_L001	NK1 cells
E1_P4_M67_L001	Dendritic cells
E2_P1_M67_L001	CD4 T.reg cells
E2_P2_M67_L001	CD4 T.reg cells
E2_P3_M67_L001	Monocytes/Macrophages
E2_P4_M67_L001	CD8_B cells
E3_P1_M67_L001	NK1 cells
E3_P2_M67_L001	CD8_B cells
E3_P3_M67_L001	Monocytes/Macrophages
E3_P4_M67_L001	Monocytes/Macrophages
E4_P1_M67_L001	NK1 cells
E4_P2_M67_L001	CD4 T.reg cells
E4_P3_M67_L001	CD8_B cells
E5_P1_M67_L001	CD8_B cells
E5_P2_M67_L001	B cells
E5_P3_M67_L001	Dendritic cells
E5_P4_M67_L001	NK1 cells
E6_P1_M67_L001	CD4 T.reg cells
E6_P2_M67_L001	CD8_B cells
E6_P3_M67_L001	Monocytes/Macrophages
E6_P4_M67_L001	CD4 T.reg cells
E7_P1_M67_L001	Monocytes/Macrophages
E7_P2_M67_L001	Monocytes/Macrophages
E7_P3_M67_L001	CD8_B cells
E7_P4_M67_L001	Monocytes/Macrophages
E8_P1_M67_L001	NK1 cells
E8_P2_M67_L001	NK1 cells
E8_P3_M67_L001	CD8_B cells
E8_P4_M67_L001	CD8_B cells
E9_P1_M67_L001	NK3 cells
E9_P3_M67_L001	NK3 cells
E9_P4_M67_L001	Plasma cells
F10_P1_M67_L001	NK1 cells
F10_P2_M67_L001	CD4 T.reg cells
F10_P3_M67_L001	Monocytes/Macrophages
F10_P4_M67_L001	NK1 cells
F11_P1_M67_L001	CD8_B cells
F11_P2_M67_L001	NK1 cells
F11_P3_M67_L001	NK1 cells
F11_P4_M67_L001	Dendritic cells
F12_P1_M67_L001	CD8_B cells
F12_P2_M67_L001	NK1 cells
F12_P4_M67_L001	Dendritic cells
F1_P1_M67_L001	NK3 cells
F1_P2_M67_L001	NK1 cells
F1_P3_M67_L001	Monocytes/Macrophages
F1_P4_M67_L001	NK1 cells
F2_P1_M67_L001	CD4 T.reg cells
F2_P2_M67_L001	unclustered
F2_P3_M67_L001	CD8_B cells
F3_P1_M67_L001	NK3 cells
F3_P2_M67_L001	CD8_G cells
F3_P3_M67_L001	NK1 cells
F4_P1_M67_L001	Dendritic cells
F4_P2_M67_L001	Plasma cells
F4_P3_M67_L001	CD8_B cells
F4_P4_M67_L001	CD8_B cells
F5_P2_M67_L001	Dendritic cells
F5_P3_M67_L001	NK1 cells
F5_P4_M67_L001	Plasma cells
F6_P1_M67_L001	NK1 cells
F6_P2_M67_L001	Dendritic cells
F6_P3_M67_L001	CD8_B cells
F6_P4_M67_L001	CD8_B cells
F7_P1_M67_L001	Monocytes/Macrophages
F7_P2_M67_L001	B cells
F7_P3_M67_L001	Monocytes/Macrophages
F7_P4_M67_L001	CD4 T.reg cells
F8_P2_M67_L001	Monocytes/Macrophages
F8_P4_M67_L001	NK1 cells
F9_P1_M67_L001	CD8_B cells
F9_P3_M67_L001	Monocytes/Macrophages
G10_P1_M67_L001	CD8_B cells
G10_P2_M67_L001	NK1 cells
G10_P3_M67_L001	CD8_B cells
G10_P4_M67_L001	unclustered
G11_P1_M67_L001	NK1 cells
G11_P2_M67_L001	CD8_B cells
G11_P3_M67_L001	Monocytes/Macrophages
G11_P4_M67_L001	CD4 T.reg cells
G12_P2_M67_L001	B cells
G12_P3_M67_L001	NK1 cells
G12_P4_M67_L001	Dendritic cells
G1_P1_M67_L001	CD4 T.reg cells
G1_P3_M67_L001	NK1 cells
G1_P4_M67_L001	CD8_B cells
G2_P1_M67_L001	CD8_B cells
G2_P2_M67_L001	CD4 T.reg cells
G2_P3_M67_L001	NK1 cells
G2_P4_M67_L001	Monocytes/Macrophages
G3_P2_M67_L001	Dendritic cells
G3_P3_M67_L001	NK1 cells
G3_P4_M67_L001	CD4 T.reg cells
G4_P1_M67_L001	NK1 cells
G4_P2_M67_L001	Monocytes/Macrophages
G4_P3_M67_L001	Monocytes/Macrophages
G4_P4_M67_L001	CD4 T.reg cells
G5_P2_M67_L001	NK1 cells
G5_P3_M67_L001	NK1 cells
G5_P4_M67_L001	NK1 cells
G6_P1_M67_L001	CD8_B cells
G6_P3_M67_L001	CD4 T.reg cells
G6_P4_M67_L001	CD8_B cells
G7_P1_M67_L001	CD8_B cells
G7_P2_M67_L001	Dendritic cells
G7_P3_M67_L001	NK1 cells
G7_P4_M67_L001	Monocytes/Macrophages
G8_P1_M67_L001	CD4 T.reg cells
G8_P2_M67_L001	Monocytes/Macrophages
G8_P3_M67_L001	NK1 cells
G8_P4_M67_L001	CD8_B cells
G9_P1_M67_L001	Dendritic cells
G9_P3_M67_L001	CD8_B cells
G9_P4_M67_L001	CD8_B cells
H10_P1_M67_L001	CD4 T.reg cells
H11_P1_M67_L001	Dendritic cells
H11_P4_M67_L001	CD4 T.reg cells
H12_P1_M67_L001	CD8_B cells
H12_P2_M67_L001	NK1 cells
H12_P4_M67_L001	Dendritic cells
H1_P1_M67_L001	CD8_B cells
H1_P4_M67_L001	CD8_B cells
H3_P1_M67_L001	Monocytes/Macrophages
H3_P4_M67_L001	Dendritic cells
H4_P1_M67_L001	Dendritic cells
H5_P1_M67_L001	CD8_B cells
H5_P4_M67_L001	NK1 cells
H6_P4_M67_L001	Dendritic cells
H7_P1_M67_L001	NK1 cells
H7_P4_M67_L001	Dendritic cells
H8_P4_M67_L001	NK3 cells
H9_P1_M67_L001	NK1 cells
H9_P2_M67_L001	CD4 T.mem cells
H9_P4_M67_L001	Monocytes/Macrophages
A10_P6_M60-B1_L001	CD8_G cells
A10_P7_M60-B1_L001	CD8_G cells
A10_P8_M60-B1_L001	CD4 T.mem cells
A10_P9_M60-B1_L001	B cells
A11_P6_M60-B1_L001	CD4 T.reg cells
A11_P7_M60-B1_L001	CD8_G cells
A11_P8_M60-B1_L001	CD4 T.mem cells
A11_P9_M60-B1_L001	CD4 T.mem cells
A12_P6_M60-B1_L001	CD4 T.mem cells
A12_P7_M60-B1_L001	CD4 T.reg cells
A12_P8_M60-B1_L001	B cells
A12_P9_M60-B1_L001	unclustered
A2_P6_M60-B1_L001	CD8_G cells
A2_P7_M60-B1_L001	CD4 T.mem cells
A2_P8_M60-B1_L001	CD8_G cells
A2_P9_M60-B1_L001	CD4 T.mem cells
A3_P6_M60-B1_L001	CD8_G cells
A3_P7_M60-B1_L001	CD8_G cells
A3_P9_M60-B1_L001	CD4 T.mem cells
A4_P6_M60-B1_L001	CD4 T.mem cells
A4_P7_M60-B1_L001	B cells
A4_P8_M60-B1_L001	CD8_G cells
A4_P9_M60-B1_L001	CD4 T.mem cells
A5_P6_M60-B1_L001	CD8_G cells
A5_P7_M60-B1_L001	CD4 T.mem cells
A5_P8_M60-B1_L001	CD8_G cells
A5_P9_M60-B1_L001	B cells
A6_P6_M60-B1_L001	CD4 T.mem cells
A6_P7_M60-B1_L001	CD8_G cells
A6_P8_M60-B1_L001	NK2 cells
A6_P9_M60-B1_L001	CD4 T.reg cells
A7_P6_M60-B1_L001	CD4 T.mem cells
A7_P8_M60-B1_L001	CD4 T.mem cells
A7_P9_M60-B1_L001	B cells
A8_P6_M60-B1_L001	CD4 T.mem cells
A8_P7_M60-B1_L001	CD4 T.reg cells
A8_P9_M60-B1_L001	CD4 T.mem cells
A9_P6_M60-B1_L001	NK2 cells
A9_P7_M60-B1_L001	NK3 cells
A9_P8_M60-B1_L001	CD4 T.mem cells
A9_P9_M60-B1_L001	CD4 T.reg cells
B10_P6_M60-B1_L001	CD4 T.reg cells
B10_P7_M60-B1_L001	CD8_G cells
B10_P8_M60-B1_L001	NK2 cells
B10_P9_M60-B1_L001	CD4 T.mem cells
B11_P6_M60-B1_L001	CD4 T.mem cells
B11_P7_M60-B1_L001	unclustered
B11_P8_M60-B1_L001	NK3 cells
B11_P9_M60-B1_L001	CD8_G cells
B12_P6_M60-B1_L001	CD8_G cells
B12_P7_M60-B1_L001	CD8_G cells
B12_P8_M60-B1_L001	CD8_G cells
B12_P9_M60-B1_L001	CD8_G cells
B1_P6_M60-B1_L001	unclustered
B1_P7_M60-B1_L001	CD8_G cells
B1_P8_M60-B1_L001	CD4 T.mem cells
B1_P9_M60-B1_L001	B cells
B2_P6_M60-B1_L001	CD8_B cells
B2_P7_M60-B1_L001	B cells
B2_P8_M60-B1_L001	B cells
B2_P9_M60-B1_L001	CD8_G cells
B3_P6_M60-B1_L001	CD4 T.mem cells
B3_P7_M60-B1_L001	B cells
B3_P8_M60-B1_L001	B cells
B3_P9_M60-B1_L001	B cells
B4_P6_M60-B1_L001	CD4 T.mem cells
B4_P7_M60-B1_L001	unclustered
B4_P8_M60-B1_L001	CD4 T.mem cells
B4_P9_M60-B1_L001	CD4 T.mem cells
B5_P6_M60-B1_L001	B cells
