Cell Name,Cluster,ruoyi_cluster
H4_P3_MMD1-84B_L001,CD8_G,CD8_G
H5_P2_MMD1-84B_L001,CD8_G,CD8_G
H5_P3_MMD1-84B_L001,CD8_G,CD8_G
H6_P1_MMD1-84B_L001,CD8_G,CD8_G
H6_P2_MMD1-84B_L001,CD8_G,CD8_G
H7_P1_MMD1-84B_L001,CD8_G,CD8_G
H7_P2_MMD1-84B_L001,CD8_G,CD8_G
H7_P4_MMD1-84B_L001,CD8_G,CD8_G
H8_P2_MMD1-84B_L001,CD8_G,CD8_G
H8_P3_MMD1-84B_L001,CD8_G,CD8_G
H8_P4_MMD1-84B_L001,CD8_G,CD8_G
H9_P1_MMD1-84B_L001,CD8_G,CD8_G
H9_P2_MMD1-84B_L001,CD8_G,CD8_G
H9_P3_MMD1-84B_L001,CD8_G,CD8_G
H9_P4_MMD1-84B_L001,CD8_G,CD8_G
A10_P1_M8_L001,CD8_B,CD8_B
A12_P1_M8_L001,CD8_B,CD8_B
A5_P2_M8_L001,CD8_B,CD8_B
A6_P1_M8_L001,CD8_B,CD8_B
A6_P4_M8_L001,CD8_B,CD8_B
A8_P2_M8_L001,CD8_B,CD8_B
A8_P4_M8_L001,CD8_B,CD8_B
B10_P2_M8_L001,CD8_B,CD8_B
B1_P3_M8_L001,CD8_G,CD8_G
B2_P4_M8_L001,CD8_B,CD8_B
B5_P1_M8_L001,CD8_B,CD8_B
C1_P3_M8_L001,CD8_G,CD8_G
C3_P2_M8_L001,CD8_B,CD8_B
C3_P4_M8_L001,CD8_B,CD8_B
C6_P3_M8_L001,CD8_B,CD8_B
C6_P4_M8_L001,CD8_B,CD8_B
D10_P1_M8_L001,CD8_B,CD8_B
D3_P3_M8_L001,CD8_B,CD8_B
E12_P2_M8_L001,CD8_G,CD8_G
E2_P3_M8_L001,CD8_G,NA
E4_P4_M8_L001,CD8_G,CD8_G
E6_P2_M8_L001,CD8_B,CD8_B
E7_P1_M8_L001,CD8_B,CD8_B
F8_P1_M8_L001,CD8_B,CD8_B
G11_P2_M8_L001,CD8_B,CD8_B
G3_P2_M8_L001,CD8_B,CD8_B
G4_P2_M8_L001,CD8_B,CD8_B
G6_P1_M8_L001,CD8_B,CD8_B
G8_P4_M8_L001,CD8_G,NA
H12_P1_M8_L001,CD8_B,CD8_B
H1_P2_M8_L001,CD8_B,NA
H1_P3_M8_L001,CD8_B,CD8_B
H5_P4_M8_L001,CD8_G,NA
H8_P4_M8_L001,CD8_B,CD8_B
A12_P2_M67_L001,CD8_B,CD8_B
A2_P1_M67_L001,CD8_B,CD8_B
A4_P2_M67_L001,CD8_B,CD8_B
A5_P1_M67_L001,CD8_B,CD8_B
A5_P3_M67_L001,CD8_G,NA
A6_P2_M67_L001,CD8_B,CD8_B
A7_P2_M67_L001,CD8_B,CD8_B
A7_P4_M67_L001,CD8_B,CD8_B
B11_P1_M67_L001,CD8_B,CD8_B
B11_P4_M67_L001,CD8_B,CD8_B
B12_P1_M67_L001,CD8_B,CD8_B
B12_P3_M67_L001,CD8_B,CD8_B
B12_P4_M67_L001,CD8_B,CD8_B
B1_P1_M67_L001,CD8_B,CD8_B
B1_P3_M67_L001,CD8_B,CD8_B
B1_P4_M67_L001,CD8_B,CD8_B
B4_P2_M67_L001,CD8_B,CD8_B
B4_P4_M67_L001,CD8_B,CD8_B
B7_P3_M67_L001,CD8_B,CD8_B
B8_P3_M67_L001,CD8_B,CD8_B
C10_P1_M67_L001,CD8_B,CD8_B
C12_P2_M67_L001,CD8_B,CD8_B
C3_P2_M67_L001,CD8_B,CD8_B
C3_P3_M67_L001,CD8_B,CD8_B
C5_P4_M67_L001,CD8_B,CD8_B
C7_P3_M67_L001,CD8_G,CD8_G
C7_P4_M67_L001,CD8_B,CD8_B
C8_P1_M67_L001,CD8_B,CD8_B
C9_P1_M67_L001,CD8_B,CD8_B
D12_P2_M67_L001,CD8_B,CD8_B
D2_P1_M67_L001,CD8_B,CD8_B
D2_P2_M67_L001,CD8_G,CD8_G
D6_P2_M67_L001,CD8_B,CD8_B
D7_P1_M67_L001,CD8_B,CD8_B
D7_P2_M67_L001,CD8_B,CD8_B
D8_P1_M67_L001,CD8_B,CD8_B
D8_P3_M67_L001,CD8_B,CD8_B
D9_P3_M67_L001,CD8_B,CD8_B
E10_P2_M67_L001,CD8_B,CD8_B
E11_P3_M67_L001,CD8_G,NA
E12_P1_M67_L001,CD8_B,CD8_B
E2_P4_M67_L001,CD8_B,CD8_B
E3_P2_M67_L001,CD8_B,CD8_B
E4_P3_M67_L001,CD8_B,CD8_B
E5_P1_M67_L001,CD8_B,CD8_B
E6_P2_M67_L001,CD8_B,CD8_B
E7_P3_M67_L001,CD8_B,CD8_B
E8_P3_M67_L001,CD8_B,CD8_B
E8_P4_M67_L001,CD8_B,CD8_B
F11_P1_M67_L001,CD8_B,CD8_B
F12_P1_M67_L001,CD8_B,CD8_B
F2_P2_M67_L001,CD8_G,NA
F2_P3_M67_L001,CD8_B,CD8_B
F3_P2_M67_L001,CD8_G,CD8_G
F4_P3_M67_L001,CD8_B,CD8_B
F4_P4_M67_L001,CD8_B,CD8_B
F6_P3_M67_L001,CD8_B,CD8_B
F6_P4_M67_L001,CD8_B,CD8_B
F9_P1_M67_L001,CD8_B,CD8_B
G10_P1_M67_L001,CD8_B,CD8_B
G10_P3_M67_L001,CD8_B,CD8_B
G11_P2_M67_L001,CD8_B,CD8_B
G1_P4_M67_L001,CD8_B,CD8_B
G2_P1_M67_L001,CD8_B,CD8_B
G6_P1_M67_L001,CD8_B,CD8_B
G6_P4_M67_L001,CD8_B,CD8_B
G7_P1_M67_L001,CD8_B,CD8_B
G8_P4_M67_L001,CD8_B,CD8_B
G9_P3_M67_L001,CD8_B,CD8_B
G9_P4_M67_L001,CD8_B,CD8_B
H12_P1_M67_L001,CD8_B,CD8_B
H1_P1_M67_L001,CD8_B,CD8_B
H1_P4_M67_L001,CD8_B,CD8_B
H5_P1_M67_L001,CD8_B,CD8_B
A10_P6_M60-B1_L001,CD8_G,CD8_G
A10_P7_M60-B1_L001,CD8_G,CD8_G
A11_P7_M60-B1_L001,CD8_G,CD8_G
A2_P6_M60-B1_L001,CD8_G,CD8_G
A2_P8_M60-B1_L001,CD8_G,NA
A3_P6_M60-B1_L001,CD8_G,CD8_G
A3_P7_M60-B1_L001,CD8_G,CD8_G
A4_P8_M60-B1_L001,CD8_G,CD8_G
A5_P6_M60-B1_L001,CD8_G,CD8_G
A5_P8_M60-B1_L001,CD8_G,NA
A6_P7_M60-B1_L001,CD8_G,CD8_G
B10_P7_M60-B1_L001,CD8_G,CD8_G
B11_P7_M60-B1_L001,CD8_B,NA
B11_P9_M60-B1_L001,CD8_G,CD8_G
B12_P6_M60-B1_L001,CD8_G,CD8_G
B12_P7_M60-B1_L001,CD8_G,CD8_G
B12_P8_M60-B1_L001,CD8_G,CD8_G
B12_P9_M60-B1_L001,CD8_G,CD8_G
B1_P6_M60-B1_L001,CD8_B,NA
B1_P7_M60-B1_L001,CD8_G,CD8_G
B2_P6_M60-B1_L001,CD8_B,CD8_B
B2_P9_M60-B1_L001,CD8_G,CD8_G
B5_P7_M60-B1_L001,CD8_B,CD8_B
B5_P9_M60-B1_L001,CD8_G,CD8_G
B6_P7_M60-B1_L001,CD8_G,CD8_G
B6_P9_M60-B1_L001,CD8_G,CD8_G
B7_P6_M60-B1_L001,CD8_G,CD8_G
B7_P7_M60-B1_L001,CD8_B,CD8_B
B7_P8_M60-B1_L001,CD8_B,CD8_B
B8_P6_M60-B1_L001,CD8_G,CD8_G
B9_P9_M60-B1_L001,CD8_G,CD8_G
C10_P6_M60-B1_L001,CD8_G,CD8_G
C10_P9_M60-B1_L001,CD8_G,CD8_G
C11_P6_M60-B1_L001,CD8_B,NA
C12_P8_M60-B1_L001,CD8_B,CD8_B
C1_P9_M60-B1_L001,CD8_B,CD8_B
C2_P6_M60-B1_L001,CD8_G,CD8_G
C3_P8_M60-B1_L001,CD8_B,NA
C4_P7_M60-B1_L001,CD8_G,CD8_G
C5_P8_M60-B1_L001,CD8_B,NA
C8_P9_M60-B1_L001,CD8_G,CD8_G
D10_P6_M60-B1_L001,CD8_G,CD8_G
D10_P8_M60-B1_L001,CD8_G,CD8_G
D10_P9_M60-B1_L001,CD8_G,CD8_G
D11_P9_M60-B1_L001,CD8_B,NA
D12_P7_M60-B1_L001,CD8_G,CD8_G
D12_P9_M60-B1_L001,CD8_G,CD8_G
D1_P6_M60-B1_L001,CD8_B,CD8_B
D1_P9_M60-B1_L001,CD8_G,CD8_G
D3_P8_M60-B1_L001,CD8_G,CD8_G
D4_P6_M60-B1_L001,CD8_G,CD8_G
D4_P7_M60-B1_L001,CD8_G,CD8_G
D4_P8_M60-B1_L001,CD8_G,CD8_G
D5_P7_M60-B1_L001,CD8_B,NA
D5_P8_M60-B1_L001,CD8_B,CD8_B
D5_P9_M60-B1_L001,CD8_G,CD8_G
D6_P6_M60-B1_L001,CD8_G,CD8_G
D6_P8_M60-B1_L001,CD8_G,CD8_G
D9_P9_M60-B1_L001,CD8_G,CD8_G
E10_P6_M60-B1_L001,CD8_G,CD8_G
E10_P8_M60-B1_L001,CD8_G,CD8_G
E11_P8_M60-B1_L001,CD8_G,CD8_G
E11_P9_M60-B1_L001,CD8_G,CD8_G
E12_P6_M60-B1_L001,CD8_G,CD8_G
E12_P9_M60-B1_L001,CD8_B,NA
E1_P6_M60-B1_L001,CD8_G,CD8_G
E1_P8_M60-B1_L001,CD8_G,CD8_G
E2_P6_M60-B1_L001,CD8_G,CD8_G
E2_P9_M60-B1_L001,CD8_G,CD8_G
E3_P6_M60-B1_L001,CD8_G,CD8_G
E3_P8_M60-B1_L001,CD8_G,CD8_G
E3_P9_M60-B1_L001,CD8_G,CD8_G
E4_P9_M60-B1_L001,CD8_G,CD8_G
E5_P9_M60-B1_L001,CD8_G,CD8_G
E6_P7_M60-B1_L001,CD8_G,CD8_G
E7_P6_M60-B1_L001,CD8_G,CD8_G
E7_P7_M60-B1_L001,CD8_B,CD8_B
E8_P8_M60-B1_L001,CD8_G,CD8_G
F10_P6_M60-B1_L001,CD8_G,CD8_G
F10_P8_M60-B1_L001,CD8_G,CD8_G
F11_P7_M60-B1_L001,CD8_G,CD8_G
F12_P8_M60-B1_L001,CD8_B,CD8_B
F1_P6_M60-B1_L001,CD8_G,CD8_G
F1_P9_M60-B1_L001,CD8_G,CD8_G
F2_P7_M60-B1_L001,CD8_B,CD8_B
F2_P8_M60-B1_L001,CD8_G,CD8_G
F3_P6_M60-B1_L001,CD8_G,CD8_G
F4_P6_M60-B1_L001,CD8_B,NA
F5_P8_M60-B1_L001,CD8_G,CD8_G
F5_P9_M60-B1_L001,CD8_G,CD8_G
F6_P6_M60-B1_L001,CD8_G,CD8_G
F7_P6_M60-B1_L001,CD8_B,NA
F7_P8_M60-B1_L001,CD8_G,CD8_G
F8_P7_M60-B1_L001,CD8_G,CD8_G
F8_P8_M60-B1_L001,CD8_G,CD8_G
F9_P7_M60-B1_L001,CD8_B,NA
F9_P8_M60-B1_L001,CD8_B,NA
G10_P9_M60-B1_L001,CD8_G,CD8_G
G12_P6_M60-B1_L001,CD8_G,CD8_G
G12_P7_M60-B1_L001,CD8_G,CD8_G
G12_P8_M60-B1_L001,CD8_B,CD8_B
G2_P7_M60-B1_L001,CD8_G,CD8_G
G3_P8_M60-B1_L001,CD8_B,NA
G3_P9_M60-B1_L001,CD8_B,NA
G4_P6_M60-B1_L001,CD8_G,CD8_G
G5_P6_M60-B1_L001,CD8_G,CD8_G
G6_P6_M60-B1_L001,CD8_G,CD8_G
G6_P9_M60-B1_L001,CD8_G,CD8_G
G7_P6_M60-B1_L001,CD8_B,CD8_B
G7_P7_M60-B1_L001,CD8_B,CD8_B
H10_P9_M60-B1_L001,CD8_G,CD8_G
H11_P6_M60-B1_L001,CD8_B,CD8_B
H11_P8_M60-B1_L001,CD8_G,CD8_G
H12_P6_M60-B1_L001,CD8_B,NA
H12_P7_M60-B1_L001,CD8_G,CD8_G
H12_P8_M60-B1_L001,CD8_G,CD8_G
H12_P9_M60-B1_L001,CD8_B,NA
H1_P7_M60-B1_L001,CD8_B,NA
H1_P8_M60-B1_L001,CD8_G,CD8_G
H1_P9_M60-B1_L001,CD8_B,NA
H2_P7_M60-B1_L001,CD8_B,NA
H2_P8_M60-B1_L001,CD8_G,CD8_G
H2_P9_M60-B1_L001,CD8_G,CD8_G
H3_P6_M60-B1_L001,CD8_G,CD8_G
H3_P8_M60-B1_L001,CD8_G,CD8_G
H3_P9_M60-B1_L001,CD8_B,CD8_B
H4_P6_M60-B1_L001,CD8_G,CD8_G
H4_P7_M60-B1_L001,CD8_G,CD8_G
H5_P6_M60-B1_L001,CD8_G,CD8_G
H5_P7_M60-B1_L001,CD8_G,CD8_G
H6_P8_M60-B1_L001,CD8_G,CD8_G
H7_P8_M60-B1_L001,CD8_G,CD8_G
H8_P7_M60-B1_L001,CD8_G,CD8_G
H8_P8_M60-B1_L001,CD8_G,CD8_G
H9_P7_M60-B1_L001,CD8_B,NA
A10_P7_M63-B1,CD8_G,CD8_G
A10_P8_M63-B1,CD8_B,CD8_B
A11_P6_M63-B1,CD8_B,CD8_B
A11_P7_M63-B1,CD8_G,CD8_G
A11_P8_M63-B1,CD8_B,NA
A12_P7_M63-B1,CD8_B,NA
A12_P8_M63-B1,CD8_B,CD8_B
A2_P6_M63-B1,CD8_B,CD8_B
A2_P8_M63-B1,CD8_B,NA
A2_P9_M63-B1,CD8_B,CD8_B
A3_P7_M63-B1,CD8_G,CD8_G
A3_P8_M63-B1,CD8_B,NA
A4_P6_M63-B1,CD8_B,CD8_B
A4_P7_M63-B1,CD8_G,CD8_G
A4_P8_M63-B1,CD8_B,CD8_B
A5_P6_M63-B1,CD8_B,CD8_B
A5_P8_M63-B1,CD8_B,CD8_B
A6_P7_M63-B1,CD8_G,CD8_G
A7_P9_M63-B1,CD8_G,CD8_G
A9_P6_M63-B1,CD8_B,CD8_B
A9_P9_M63-B1,CD8_G,CD8_G
B12_P8_M63-B1,CD8_G,CD8_G
B12_P9_M63-B1,CD8_B,NA
B1_P7_M63-B1,CD8_G,CD8_G
B1_P9_M63-B1,CD8_B,NA
B2_P8_M63-B1,CD8_G,CD8_G
B3_P6_M63-B1,CD8_B,CD8_B
B4_P6_M63-B1,CD8_G,CD8_G
B4_P8_M63-B1,CD8_B,CD8_B
B4_P9_M63-B1,CD8_B,NA
B5_P6_M63-B1,CD8_B,NA
B6_P8_M63-B1,CD8_B,NA
B6_P9_M63-B1,CD8_G,CD8_G
B7_P9_M63-B1,CD8_B,NA
B8_P8_M63-B1,CD8_B,CD8_B
B9_P7_M63-B1,CD8_G,CD8_G
C10_P7_M63-B1,CD8_B,NA
C11_P6_M63-B1,CD8_B,NA
C12_P7_M63-B1,CD8_B,NA
C12_P9_M63-B1,CD8_G,CD8_G
C2_P8_M63-B1,CD8_B,CD8_B
C3_P9_M63-B1,CD8_B,NA
C5_P6_M63-B1,CD8_G,CD8_G
C5_P7_M63-B1,CD8_B,NA
C5_P9_M63-B1,CD8_B,NA
C6_P6_M63-B1,CD8_B,CD8_B
C6_P7_M63-B1,CD8_G,CD8_G
C6_P8_M63-B1,CD8_G,CD8_G
C7_P8_M63-B1,CD8_B,CD8_B
C8_P8_M63-B1,CD8_B,CD8_B
C9_P6_M63-B1,CD8_G,CD8_G
D10_P9_M63-B1,CD8_G,CD8_G
D11_P6_M63-B1,CD8_G,NA
D11_P9_M63-B1,CD8_G,CD8_G
D12_P8_M63-B1,CD8_G,CD8_G
D12_P9_M63-B1,CD8_G,CD8_G
D1_P8_M63-B1,CD8_B,CD8_B
D1_P9_M63-B1,CD8_B,NA
D2_P6_M63-B1,CD8_B,NA
D3_P9_M63-B1,CD8_B,NA
D4_P7_M63-B1,CD8_G,CD8_G
D5_P9_M63-B1,CD8_B,NA
D6_P8_M63-B1,CD8_B,NA
D6_P9_M63-B1,CD8_G,CD8_G
D7_P6_M63-B1,CD8_G,CD8_G
D8_P7_M63-B1,CD8_G,CD8_G
D8_P9_M63-B1,CD8_B,CD8_B
D9_P6_M63-B1,CD8_G,NA
E10_P6_M63-B1,CD8_B,NA
E10_P8_M63-B1,CD8_G,CD8_G
E10_P9_M63-B1,CD8_B,NA
E12_P6_M63-B1,CD8_G,CD8_G
E12_P8_M63-B1,CD8_B,CD8_B
E1_P7_M63-B1,CD8_B,NA
E1_P8_M63-B1,CD8_G,CD8_G
E2_P6_M63-B1,CD8_B,CD8_B
E4_P6_M63-B1,CD8_B,CD8_B
E4_P7_M63-B1,CD8_G,CD8_G
E5_P8_M63-B1,CD8_G,CD8_G
E5_P9_M63-B1,CD8_G,CD8_G
E6_P7_M63-B1,CD8_G,CD8_G
E6_P9_M63-B1,CD8_B,CD8_B
E7_P6_M63-B1,CD8_G,CD8_G
E7_P8_M63-B1,CD8_G,CD8_G
E8_P7_M63-B1,CD8_B,NA
F10_P9_M63-B1,CD8_G,CD8_G
F11_P8_M63-B1,CD8_G,NA
F11_P9_M63-B1,CD8_B,CD8_B
F12_P6_M63-B1,CD8_B,CD8_B
F12_P9_M63-B1,CD8_B,NA
F1_P6_M63-B1,CD8_G,CD8_G
F1_P8_M63-B1,CD8_G,NA
F2_P6_M63-B1,CD8_B,CD8_B
F2_P7_M63-B1,CD8_B,CD8_B
F2_P8_M63-B1,CD8_B,CD8_B
F3_P9_M63-B1,CD8_G,CD8_G
F4_P7_M63-B1,CD8_B,CD8_B
F4_P9_M63-B1,CD8_G,CD8_G
F5_P7_M63-B1,CD8_B,NA
F6_P6_M63-B1,CD8_B,CD8_B
F7_P9_M63-B1,CD8_B,CD8_B
F8_P6_M63-B1,CD8_G,CD8_G
F9_P8_M63-B1,CD8_B,CD8_B
G10_P9_M63-B1,CD8_B,NA
G11_P9_M63-B1,CD8_B,CD8_B
G12_P6_M63-B1,CD8_B,NA
G12_P9_M63-B1,CD8_B,NA
G1_P8_M63-B1,CD8_B,CD8_B
G2_P7_M63-B1,CD8_G,CD8_G
G4_P6_M63-B1,CD8_G,CD8_G
G5_P6_M63-B1,CD8_B,CD8_B
G8_P7_M63-B1,CD8_G,CD8_G
G8_P9_M63-B1,CD8_G,CD8_G
G9_P6_M63-B1,CD8_B,CD8_B
H10_P6_M63-B1,CD8_B,CD8_B
H10_P7_M63-B1,CD8_G,CD8_G
H10_P9_M63-B1,CD8_G,CD8_G
H11_P6_M63-B1,CD8_G,CD8_G
H12_P6_M63-B1,CD8_B,CD8_B
H1_P7_M63-B1,CD8_B,CD8_B
H4_P9_M63-B1,CD8_B,NA
H6_P6_M63-B1,CD8_B,CD8_B
H6_P9_M63-B1,CD8_G,CD8_G
H7_P7_M63-B1,CD8_G,CD8_G
H7_P9_M63-B1,CD8_B,NA
H8_P7_M63-B1,CD8_G,CD8_G
H8_P9_M63-B1,CD8_B,NA
A11_P2_MMD4_L001,CD8_G,CD8_G
A3_P5_MMD4_L001,CD8_G,CD8_G
A5_P2_MMD4_L001,CD8_G,CD8_G
A5_P3_MMD4_L001,CD8_G,CD8_G
A5_P5_MMD4_L001,CD8_G,CD8_G
A6_P3_MMD4_L001,CD8_G,CD8_G
A8_P2_MMD4_L001,CD8_G,CD8_G
A8_P3_MMD4_L001,CD8_G,CD8_G
A8_P5_MMD4_L001,CD8_G,CD8_G
A9_P3_MMD4_L001,CD8_G,CD8_G
B10_P2_MMD4_L001,CD8_G,CD8_G
B11_P4_MMD4_L001,CD8_G,CD8_G
B11_P5_MMD4_L001,CD8_G,CD8_G
B1_P4_MMD4_L001,CD8_G,CD8_G
B8_P2_MMD4_L001,CD8_G,CD8_G
B8_P5_MMD4_L001,CD8_G,CD8_G
B9_P2_MMD4_L001,CD8_G,CD8_G
C10_P3_MMD4_L001,CD8_G,CD8_G
C10_P5_MMD4_L001,CD8_G,CD8_G
C1_P2_MMD4_L001,CD8_G,CD8_G
C1_P3_MMD4_L001,CD8_G,CD8_G
C2_P4_MMD4_L001,CD8_G,CD8_G
C4_P2_MMD4_L001,CD8_G,CD8_G
C4_P3_MMD4_L001,CD8_G,CD8_G
C7_P3_MMD4_L001,CD8_G,CD8_G
C7_P5_MMD4_L001,CD8_G,CD8_G
C8_P3_MMD4_L001,CD8_G,CD8_G
C9_P3_MMD4_L001,CD8_G,CD8_G
C9_P4_MMD4_L001,CD8_B,CD8_B
D10_P2_MMD4_L001,CD8_G,CD8_G
D10_P3_MMD4_L001,CD8_G,CD8_G
D11_P4_MMD4_L001,CD8_G,CD8_G
D3_P4_MMD4_L001,CD8_G,CD8_G
D4_P3_MMD4_L001,CD8_G,CD8_G
D6_P4_MMD4_L001,CD8_B,CD8_B
D7_P3_MMD4_L001,CD8_G,CD8_G
D8_P2_MMD4_L001,CD8_G,CD8_G
D8_P3_MMD4_L001,CD8_G,CD8_G
D9_P4_MMD4_L001,CD8_G,CD8_G
E10_P3_MMD4_L001,CD8_G,CD8_G
E10_P4_MMD4_L001,CD8_G,CD8_G
E11_P3_MMD4_L001,CD8_G,CD8_G
E11_P4_MMD4_L001,CD8_G,CD8_G
E1_P4_MMD4_L001,CD8_G,CD8_G
E4_P4_MMD4_L001,CD8_G,CD8_G
E5_P3_MMD4_L001,CD8_G,CD8_G
E5_P5_MMD4_L001,CD8_G,CD8_G
E6_P2_MMD4_L001,CD8_G,CD8_G
E8_P4_MMD4_L001,CD8_G,CD8_G
E9_P3_MMD4_L001,CD8_G,CD8_G
F10_P4_MMD4_L001,CD8_G,CD8_G
F12_P3_MMD4_L001,CD8_G,CD8_G
F12_P4_MMD4_L001,CD8_G,CD8_G
F1_P4_MMD4_L001,CD8_G,CD8_G
F2_P3_MMD4_L001,CD8_G,CD8_G
F3_P3_MMD4_L001,CD8_G,CD8_G
F3_P4_MMD4_L001,CD8_G,CD8_G
F6_P3_MMD4_L001,CD8_G,CD8_G
F7_P3_MMD4_L001,CD8_G,CD8_G
G10_P4_MMD4_L001,CD8_B,NA
G10_P5_MMD4_L001,CD8_G,CD8_G
G11_P2_MMD4_L001,CD8_G,CD8_G
G11_P4_MMD4_L001,CD8_G,CD8_G
G12_P4_MMD4_L001,CD8_B,CD8_B
G1_P2_MMD4_L001,CD8_G,CD8_G
G1_P4_MMD4_L001,CD8_G,CD8_G
G3_P5_MMD4_L001,CD8_G,CD8_G
G4_P3_MMD4_L001,CD8_B,NA
G5_P3_MMD4_L001,CD8_G,CD8_G
G5_P5_MMD4_L001,CD8_G,CD8_G
G6_P4_MMD4_L001,CD8_G,CD8_G
G6_P5_MMD4_L001,CD8_G,CD8_G
G7_P3_MMD4_L001,CD8_B,NA
G7_P5_MMD4_L001,CD8_G,CD8_G
H10_P3_MMD4_L001,CD8_G,CD8_G
H10_P5_MMD4_L001,CD8_G,CD8_G
H11_P2_MMD4_L001,CD8_B,CD8_B
H12_P4_MMD4_L001,CD8_G,CD8_G
H1_P4_MMD4_L001,CD8_G,CD8_G
H1_P5_MMD4_L001,CD8_B,CD8_B
H2_P3_MMD4_L001,CD8_G,CD8_G
H7_P5_MMD4_L001,CD8_G,CD8_G
H9_P2_MMD4_L001,CD8_G,CD8_G
A10_P6_MMD4_L001,CD8_B,NA
C8_P6_MMD4_L001,CD8_G,CD8_G
D10_P6_MMD4_L001,CD8_G,CD8_G
F10_P6_MMD4_L001,CD8_G,CD8_G
F11_P6_MMD4_L001,CD8_B,NA
F4_P6_MMD4_L001,CD8_G,CD8_G
G12_P6_MMD4_L001,CD8_B,CD8_B
H1_P6_MMD4_L001,CD8_B,NA
H3_P6_MMD4_L001,CD8_B,CD8_B
H4_P6_MMD4_L001,CD8_B,NA
H5_P6_MMD4_L001,CD8_B,CD8_B
H9_P6_MMD4_L001,CD8_B,CD8_B
A10_P3_MMD5_L001,CD8_B,NA
A11_P11_MMD5_L001,CD8_G,CD8_G
A12_P3_MMD5_L001,CD8_B,CD8_B
A2_P11_MMD5_L001,CD8_G,CD8_G
A3_P11_MMD5_L001,CD8_G,CD8_G
A4_P9_MMD5_L001,CD8_G,CD8_G
A5_P10_MMD5_L001,CD8_G,CD8_G
A5_P11_MMD5_L001,CD8_G,CD8_G
A6_P9_MMD5_L001,CD8_G,CD8_G
A7_P10_MMD5_L001,CD8_G,CD8_G
A7_P11_MMD5_L001,CD8_G,CD8_G
A8_P3_MMD5_L001,CD8_B,CD8_B
A9_P11_MMD5_L001,CD8_G,CD8_G
A9_P9_MMD5_L001,CD8_G,CD8_G
B10_P11_MMD5_L001,CD8_G,CD8_G
B10_P9_MMD5_L001,CD8_G,CD8_G
B11_P3_MMD5_L001,CD8_G,CD8_G
B12_P11_MMD5_L001,CD8_G,CD8_G
B1_P10_MMD5_L001,CD8_G,CD8_G
B2_P9_MMD5_L001,CD8_G,CD8_G
B3_P10_MMD5_L001,CD8_G,CD8_G
B3_P11_MMD5_L001,CD8_G,CD8_G
B3_P3_MMD5_L001,CD8_G,CD8_G
B4_P10_MMD5_L001,CD8_G,CD8_G
B4_P3_MMD5_L001,CD8_G,CD8_G
B6_P10_MMD5_L001,CD8_G,CD8_G
B6_P11_MMD5_L001,CD8_G,CD8_G
B6_P9_MMD5_L001,CD8_G,CD8_G
B8_P10_MMD5_L001,CD8_G,CD8_G
B8_P3_MMD5_L001,CD8_G,CD8_G
B9_P3_MMD5_L001,CD8_B,CD8_B
C10_P9_MMD5_L001,CD8_G,CD8_G
C11_P10_MMD5_L001,CD8_G,CD8_G
C11_P11_MMD5_L001,CD8_G,CD8_G
C1_P10_MMD5_L001,CD8_G,CD8_G
C2_P10_MMD5_L001,CD8_G,CD8_G
C3_P10_MMD5_L001,CD8_G,CD8_G
C4_P11_MMD5_L001,CD8_G,CD8_G
C5_P11_MMD5_L001,CD8_G,CD8_G
C5_P9_MMD5_L001,CD8_G,CD8_G
C6_P3_MMD5_L001,CD8_B,NA
C7_P3_MMD5_L001,CD8_G,CD8_G
C7_P9_MMD5_L001,CD8_G,CD8_G
C8_P10_MMD5_L001,CD8_G,CD8_G
D10_P10_MMD5_L001,CD8_G,CD8_G
D10_P11_MMD5_L001,CD8_G,CD8_G
D11_P11_MMD5_L001,CD8_G,CD8_G
D12_P11_MMD5_L001,CD8_G,CD8_G
D4_P3_MMD5_L001,CD8_G,NA
D6_P9_MMD5_L001,CD8_G,CD8_G
D7_P3_MMD5_L001,CD8_B,CD8_B
D8_P11_MMD5_L001,CD8_G,CD8_G
E10_P10_MMD5_L001,CD8_G,CD8_G
E10_P9_MMD5_L001,CD8_G,CD8_G
E11_P9_MMD5_L001,CD8_G,CD8_G
E12_P10_MMD5_L001,CD8_G,CD8_G
E1_P3_MMD5_L001,CD8_B,CD8_B
E1_P9_MMD5_L001,CD8_G,CD8_G
E3_P11_MMD5_L001,CD8_G,CD8_G
E4_P9_MMD5_L001,CD8_G,CD8_G
E5_P9_MMD5_L001,CD8_G,CD8_G
E6_P9_MMD5_L001,CD8_G,CD8_G
E7_P10_MMD5_L001,CD8_G,CD8_G
E7_P11_MMD5_L001,CD8_G,CD8_G
E7_P3_MMD5_L001,CD8_B,CD8_B
E8_P9_MMD5_L001,CD8_G,CD8_G
E9_P10_MMD5_L001,CD8_G,CD8_G
E9_P11_MMD5_L001,CD8_G,CD8_G
E9_P3_MMD5_L001,CD8_B,CD8_B
F10_P11_MMD5_L001,CD8_G,CD8_G
F10_P9_MMD5_L001,CD8_G,CD8_G
F11_P10_MMD5_L001,CD8_G,CD8_G
F12_P10_MMD5_L001,CD8_G,CD8_G
F12_P3_MMD5_L001,CD8_B,CD8_B
F1_P10_MMD5_L001,CD8_G,CD8_G
F1_P11_MMD5_L001,CD8_G,CD8_G
F2_P3_MMD5_L001,CD8_G,CD8_G
